"Date","Price","Open","High","Low","Vol.","Change %"
"08/01/1996","118.62","118.62","118.62","118.62","","1.32%"
"07/31/1996","117.08","117.08","117.08","117.08","","0.02%"
"07/30/1996","117.06","117.06","117.06","117.06","","-0.11%"
"07/29/1996","117.19","117.19","117.19","117.19","","-0.89%"
"07/26/1996","118.24","118.24","118.24","118.24","","0.16%"
"07/25/1996","118.05","118.05","118.05","118.05","","-0.40%"
"07/24/1996","118.52","118.52","118.52","118.52","","0.04%"
"07/23/1996","118.47","118.47","118.47","118.47","","-0.09%"
"07/22/1996","118.58","118.58","118.58","118.58","","-0.74%"
"07/19/1996","119.46","119.46","119.46","119.46","","-0.88%"
"07/18/1996","120.52","120.52","120.52","120.52","","-0.05%"
"07/17/1996","120.58","120.58","120.58","120.58","","-0.48%"
"07/16/1996","121.16","121.16","121.16","121.16","","-1.03%"
"07/15/1996","122.42","122.42","122.42","122.42","","-0.82%"
"07/12/1996","123.43","123.43","123.43","123.43","","1.07%"
"07/11/1996","122.12","122.12","122.12","122.12","","-0.24%"
"07/10/1996","122.41","122.41","122.41","122.41","","0.20%"
"07/09/1996","122.16","122.16","122.16","122.16","","0.53%"
"07/08/1996","121.51","121.51","121.51","121.51","","0.28%"
"07/05/1996","121.17","121.17","121.17","121.17","","-2.86%"
"07/03/1996","124.74","124.74","124.74","124.74","","-0.06%"
"07/02/1996","124.82","124.82","124.82","124.82","","-0.39%"
"07/01/1996","125.31","125.31","125.31","125.31","","-0.06%"
"06/28/1996","125.39","125.39","125.39","125.39","","2.26%"
"06/27/1996","122.62","122.62","122.62","122.62","","1.22%"
"06/26/1996","121.14","121.14","121.14","121.14","","-0.07%"
"06/25/1996","121.22","121.22","121.22","121.22","","0.45%"
"06/24/1996","120.68","120.68","120.68","120.68","","0.32%"
"06/21/1996","120.30","120.30","120.30","120.30","","1.23%"
"06/20/1996","118.84","118.84","118.84","118.84","","0.51%"
"06/19/1996","118.24","118.24","118.24","118.24","","0.05%"
"06/18/1996","118.18","118.18","118.18","118.18","","0.31%"
"06/17/1996","117.82","117.82","117.82","117.82","","-0.34%"
"06/14/1996","118.22","118.22","118.22","118.22","","0.33%"
"06/13/1996","117.83","117.83","117.83","117.83","","0.02%"
"06/12/1996","117.81","117.81","117.81","117.81","","-0.66%"
"06/11/1996","118.59","118.59","118.59","118.59","","-0.23%"
"06/10/1996","118.86","118.86","118.86","118.86","","-0.21%"
"06/07/1996","119.11","119.11","119.11","119.11","","-0.60%"
"06/06/1996","119.83","119.83","119.83","119.83","","-0.32%"
"06/05/1996","120.22","120.22","120.22","120.22","","0.86%"
"06/04/1996","119.19","119.19","119.19","119.19","","0.47%"
"06/03/1996","118.63","118.63","118.63","118.63","","-0.65%"
"05/31/1996","119.41","119.41","119.41","119.41","","-1.08%"
"05/30/1996","120.71","120.71","120.71","120.71","","-0.02%"
"05/29/1996","120.74","120.74","120.74","120.74","","-0.58%"
"05/28/1996","121.44","121.44","121.44","121.44","","-0.91%"
"05/24/1996","122.56","122.56","122.56","122.56","","0.68%"
