"Date","Price","Open","High","Low","Vol.","Change %"
"09/22/1992","90.79","90.79","90.79","90.79","","-1.05%"
"09/21/1992","91.75","91.75","91.75","91.75","","-0.27%"
"09/18/1992","92.00","92.00","92.00","92.00","","1.28%"
"09/17/1992","90.84","90.84","90.84","90.84","","-0.69%"
"09/16/1992","91.47","91.47","91.47","91.47","","0.08%"
"09/15/1992","91.40","91.40","91.40","91.40","","-1.11%"
"09/14/1992","92.43","92.43","92.43","92.43","","0.60%"
"09/11/1992","91.88","91.88","91.88","91.88","","-0.57%"
"09/10/1992","92.41","92.41","92.41","92.41","","0.28%"
"09/09/1992","92.15","92.15","92.15","92.15","","0.78%"
"09/08/1992","91.44","91.44","91.44","91.44","","-0.74%"
"09/04/1992","92.12","92.12","92.12","92.12","","0.33%"
"09/03/1992","91.82","91.82","91.82","91.82","","-0.34%"
"09/02/1992","92.13","92.13","92.13","92.13","","0.09%"
"09/01/1992","92.05","92.05","92.05","92.05","","0.54%"
"08/31/1992","91.56","91.56","91.56","91.56","","-0.26%"
"08/28/1992","91.80","91.80","91.80","91.80","","-0.16%"
"08/27/1992","91.95","91.95","91.95","91.95","","-1.15%"
"08/26/1992","93.02","93.02","93.02","93.02","","0.15%"
"08/25/1992","92.88","92.88","92.88","92.88","","0.63%"
"08/24/1992","92.30","92.30","92.30","92.30","","-0.86%"
"08/21/1992","93.10","93.10","93.10","93.10","","-0.41%"
"08/20/1992","93.48","93.48","93.48","93.48","","0.25%"
"08/19/1992","93.25","93.25","93.25","93.25","","-0.60%"
"08/18/1992","93.81","93.81","93.81","93.81","","-0.16%"
"08/17/1992","93.96","93.96","93.96","93.96","","0.99%"
"08/14/1992","93.04","93.04","93.04","93.04","","0.82%"
"08/13/1992","92.28","92.28","92.28","92.28","","0.10%"
"08/12/1992","92.19","92.19","92.19","92.19","","0.07%"
"08/11/1992","92.13","92.13","92.13","92.13","","0.18%"
"08/10/1992","91.96","91.96","91.96","91.96","","-0.01%"
"08/07/1992","91.97","91.97","91.97","91.97","","-0.51%"
"08/06/1992","92.44","92.44","92.44","92.44","","0.20%"
"08/05/1992","92.26","92.26","92.26","92.26","","-0.37%"
"08/04/1992","92.60","92.60","92.60","92.60","","0.06%"
"08/03/1992","92.54","92.54","92.54","92.54","","-0.26%"
"07/31/1992","92.78","92.78","92.78","92.78","","0.23%"
"07/30/1992","92.57","92.57","92.57","92.57","","0.13%"
"07/29/1992","92.45","92.45","92.45","92.45","","0.88%"
"07/28/1992","91.64","91.64","91.64","91.64","","1.26%"
"07/27/1992","90.50","90.50","90.50","90.50","","0.07%"
"07/24/1992","90.44","90.44","90.44","90.44","","-0.19%"
"07/23/1992","90.61","90.61","90.61","90.61","","0.60%"
"07/22/1992","90.07","90.07","90.07","90.07","","-0.90%"
"07/21/1992","90.89","90.89","90.89","90.89","","-0.51%"
"07/20/1992","91.36","91.36","91.36","91.36","","-0.09%"
"07/17/1992","91.44","91.44","91.44","91.44","","-0.28%"
"07/16/1992","91.70","91.70","91.70","91.70","","0.99%"
"07/15/1992","90.80","90.80","90.80","90.80","","0.18%"
"07/14/1992","90.64","90.64","90.64","90.64","","0.47%"
"07/13/1992","90.22","90.22","90.22","90.22","","0.00%"
"07/10/1992","90.22","90.22","90.22","90.22","","-0.10%"
"07/09/1992","90.31","90.31","90.31","90.31","","0.53%"
"07/08/1992","89.83","89.83","89.83","89.83","","0.56%"
"07/07/1992","89.33","89.33","89.33","89.33","","0.10%"
"07/06/1992","89.24","89.24","89.24","89.24","","1.02%"
"07/02/1992","88.34","88.34","88.34","88.34","","0.20%"
"07/01/1992","88.16","88.16","88.16","88.16","","1.23%"
"06/30/1992","87.09","87.09","87.09","87.09","","0.18%"
"06/29/1992","86.93","86.93","86.93","86.93","","1.16%"
"06/26/1992","85.93","85.93","85.93","85.93","","0.24%"
"06/25/1992","85.72","85.72","85.72","85.72","","-0.23%"
"06/24/1992","85.92","85.92","85.92","85.92","","-0.74%"
"06/23/1992","86.56","86.56","86.56","86.56","","-0.15%"
"06/22/1992","86.69","86.69","86.69","86.69","","-0.14%"
"06/19/1992","86.81","86.81","86.81","86.81","","0.85%"
"06/18/1992","86.08","86.08","86.08","86.08","","-0.36%"
"06/17/1992","86.39","86.39","86.39","86.39","","-0.31%"
"06/16/1992","86.66","86.66","86.66","86.66","","-0.49%"
"06/15/1992","87.09","87.09","87.09","87.09","","0.08%"
"06/12/1992","87.02","87.02","87.02","87.02","","-0.01%"
"06/11/1992","87.03","87.03","87.03","87.03","","0.54%"
"06/10/1992","86.56","86.56","86.56","86.56","","0.41%"
"06/09/1992","86.21","86.21","86.21","86.21","","-0.42%"
"06/08/1992","86.57","86.57","86.57","86.57","","1.03%"
"06/05/1992","85.69","85.69","85.69","85.69","","0.85%"
"06/04/1992","84.97","84.97","84.97","84.97","","-0.32%"
"06/03/1992","85.24","85.24","85.24","85.24","","0.38%"
"06/02/1992","84.92","84.92","84.92","84.92","","-1.21%"
"06/01/1992","85.96","85.96","85.96","85.96","","0.28%"
"05/29/1992","85.72","85.72","85.72","85.72","","-0.51%"
"05/28/1992","86.16","86.16","86.16","86.16","","-0.39%"
"05/27/1992","86.50","86.50","86.50","86.50","","1.09%"
"05/26/1992","85.57","85.57","85.57","85.57","","-1.82%"
"05/22/1992","87.16","87.16","87.16","87.16","","-0.25%"
"05/21/1992","87.38","87.38","87.38","87.38","","-1.67%"
"05/20/1992","88.86","88.86","88.86","88.86","","0.28%"
"05/19/1992","88.61","88.61","88.61","88.61","","0.65%"
"05/18/1992","88.04","88.04","88.04","88.04","","0.96%"
"05/15/1992","87.20","87.20","87.20","87.20","","-0.58%"
"05/14/1992","87.71","87.71","87.71","87.71","","0.47%"
"05/13/1992","87.30","87.30","87.30","87.30","","-0.19%"
"05/12/1992","87.47","87.47","87.47","87.47","","-0.43%"
"05/11/1992","87.85","87.85","87.85","87.85","","-0.17%"
"05/08/1992","88.00","88.00","88.00","88.00","","0.10%"
"05/07/1992","87.91","87.91","87.91","87.91","","-0.45%"
"05/06/1992","88.31","88.31","88.31","88.31","","-0.15%"
"05/05/1992","88.44","88.44","88.44","88.44","","-0.70%"
"05/04/1992","89.06","89.06","89.06","89.06","","1.03%"
"05/01/1992","88.15","88.15","88.15","88.15","","-0.38%"
"04/30/1992","88.49","88.49","88.49","88.49","","0.31%"
"04/29/1992","88.22","88.22","88.22","88.22","","0.19%"
"04/28/1992","88.05","88.05","88.05","88.05","","0.14%"
"04/27/1992","87.93","87.93","87.93","87.93","","0.50%"
"04/24/1992","87.49","87.49","87.49","87.49","","-1.03%"
"04/23/1992","88.40","88.40","88.40","88.40","","0.86%"
"04/22/1992","87.65","87.65","87.65","87.65","","1.45%"
"04/21/1992","86.40","86.40","86.40","86.40","","0.48%"
"04/20/1992","85.99","85.99","85.99","85.99","","0.06%"
"04/16/1992","85.94","85.94","85.94","85.94","","0.86%"
"04/15/1992","85.21","85.21","85.21","85.21","","1.53%"
"04/14/1992","83.93","83.93","83.93","83.93","","1.55%"
"04/13/1992","82.65","82.65","82.65","82.65","","0.40%"
